Epoch	Loss	Learning_Rate
Epoch 62	Loss: 0.4470	Learning Rate: 0.001000
Epoch 63	Loss: 0.4308	Learning Rate: 0.001000
Epoch 64	Loss: 0.4196	Learning Rate: 0.001000
Epoch 65	Loss: 0.4174	Learning Rate: 0.001000
Epoch 66	Loss: 0.4029	Learning Rate: 0.001000
Epoch 67	Loss: 0.4149	Learning Rate: 0.001000
Epoch 68	Loss: 0.4811	Learning Rate: 0.001000
Epoch 69	Loss: 0.4309	Learning Rate: 0.001000
Epoch 70	Loss: 0.4118	Learning Rate: 0.001000
Epoch 71	Loss: 0.4305	Learning Rate: 0.001000
Epoch 72	Loss: 0.3634	Learning Rate: 0.001000
Epoch 73	Loss: 0.3513	Learning Rate: 0.001000
Epoch 74	Loss: 0.3882	Learning Rate: 0.001000
Epoch 75	Loss: 0.3949	Learning Rate: 0.001000
Epoch 76	Loss: 0.3765	Learning Rate: 0.001000
Epoch 77	Loss: 0.4972	Learning Rate: 0.001000
Epoch 78	Loss: 0.3811	Learning Rate: 0.001000
Epoch 79	Loss: 0.3943	Learning Rate: 0.001000
Epoch 80	Loss: 0.3700	Learning Rate: 0.001000
Epoch 81	Loss: 0.3462	Learning Rate: 0.001000
Epoch 82	Loss: 0.3525	Learning Rate: 0.001000
Epoch 83	Loss: 0.3597	Learning Rate: 0.001000
Epoch 84	Loss: 0.3222	Learning Rate: 0.001000
Epoch 85	Loss: 0.3466	Learning Rate: 0.001000
Epoch 86	Loss: 0.3228	Learning Rate: 0.001000
Epoch 87	Loss: 0.3812	Learning Rate: 0.001000
Epoch 88	Loss: 0.3716	Learning Rate: 0.001000
Epoch 89	Loss: 0.3714	Learning Rate: 0.001000
Epoch 90	Loss: 0.3374	Learning Rate: 0.001000
Epoch 91	Loss: 0.3750	Learning Rate: 0.001000
Epoch 92	Loss: 0.2907	Learning Rate: 0.001000
Epoch 93	Loss: 0.2924	Learning Rate: 0.001000
Epoch 94	Loss: 0.2989	Learning Rate: 0.001000
Epoch 95	Loss: 0.2751	Learning Rate: 0.001000
Epoch 96	Loss: 0.3140	Learning Rate: 0.001000
Epoch 97	Loss: 0.2925	Learning Rate: 0.001000
Epoch 98	Loss: 0.3177	Learning Rate: 0.001000
Epoch 99	Loss: 0.2929	Learning Rate: 0.001000
Epoch 100	Loss: 0.3205	Learning Rate: 0.001000
Epoch 101	Loss: 0.2721	Learning Rate: 0.000100
Epoch 102	Loss: 0.2997	Learning Rate: 0.000100
Epoch 103	Loss: 0.2670	Learning Rate: 0.000100
Epoch 104	Loss: 0.2355	Learning Rate: 0.000100
Epoch 105	Loss: 0.2052	Learning Rate: 0.000100
Epoch 106	Loss: 0.2102	Learning Rate: 0.000100
Epoch 107	Loss: 0.2372	Learning Rate: 0.000100
Epoch 108	Loss: 0.2262	Learning Rate: 0.000100
Epoch 109	Loss: 0.2205	Learning Rate: 0.000100
Epoch 110	Loss: 0.2163	Learning Rate: 0.000100
Epoch 111	Loss: 0.1728	Learning Rate: 0.000100
Epoch 112	Loss: 0.2474	Learning Rate: 0.000100
Epoch 113	Loss: 0.2602	Learning Rate: 0.000100
Epoch 114	Loss: 0.2659	Learning Rate: 0.000100
Epoch 115	Loss: 0.2212	Learning Rate: 0.000100
Epoch 116	Loss: 0.2350	Learning Rate: 0.000100
Epoch 117	Loss: 0.2291	Learning Rate: 0.000100
Epoch 118	Loss: 0.2119	Learning Rate: 0.000100
Epoch 119	Loss: 0.2239	Learning Rate: 0.000100
Epoch 120	Loss: 0.2016	Learning Rate: 0.000100
Epoch 121	Loss: 0.2230	Learning Rate: 0.000100
Epoch 122	Loss: 0.1932	Learning Rate: 0.000100
Epoch 123	Loss: 0.2093	Learning Rate: 0.000100
Epoch 124	Loss: 0.1946	Learning Rate: 0.000100
Epoch 125	Loss: 0.2421	Learning Rate: 0.000100
Epoch 126	Loss: 0.1957	Learning Rate: 0.000100
Epoch 127	Loss: 0.2673	Learning Rate: 0.000100
Epoch 128	Loss: 0.2272	Learning Rate: 0.000100
Epoch 129	Loss: 0.2095	Learning Rate: 0.000100
Epoch 130	Loss: 0.2289	Learning Rate: 0.000100
Epoch 131	Loss: 0.2363	Learning Rate: 0.000100
Epoch 132	Loss: 0.2422	Learning Rate: 0.000100
Epoch 133	Loss: 0.2243	Learning Rate: 0.000100
Epoch 134	Loss: 0.2352	Learning Rate: 0.000100
Epoch 135	Loss: 0.2008	Learning Rate: 0.000100
Epoch 136	Loss: 0.2150	Learning Rate: 0.000100
Epoch 137	Loss: 0.2343	Learning Rate: 0.000100
Epoch 138	Loss: 0.2148	Learning Rate: 0.000100
Epoch 139	Loss: 0.2155	Learning Rate: 0.000100
Epoch 140	Loss: 0.1856	Learning Rate: 0.000100
Epoch 141	Loss: 0.1984	Learning Rate: 0.000100
Epoch 142	Loss: 0.1814	Learning Rate: 0.000100
Epoch 143	Loss: 0.2207	Learning Rate: 0.000100
Epoch 144	Loss: 0.2053	Learning Rate: 0.000100
Epoch 145	Loss: 0.2491	Learning Rate: 0.000100
Epoch 146	Loss: 0.2505	Learning Rate: 0.000100
Epoch 147	Loss: 0.1976	Learning Rate: 0.000100
Epoch 148	Loss: 0.2115	Learning Rate: 0.000100
Epoch 149	Loss: 0.2188	Learning Rate: 0.000100
Epoch 150	Loss: 0.2152	Learning Rate: 0.000100
Epoch 151	Loss: 0.2062	Learning Rate: 0.000100
Epoch 152	Loss: 0.1737	Learning Rate: 0.000100
Epoch 153	Loss: 0.2200	Learning Rate: 0.000100
Epoch 154	Loss: 0.2059	Learning Rate: 0.000100
Epoch 155	Loss: 0.2146	Learning Rate: 0.000100
Epoch 156	Loss: 0.1743	Learning Rate: 0.000100
Epoch 157	Loss: 0.2415	Learning Rate: 0.000100
Epoch 158	Loss: 0.2150	Learning Rate: 0.000100
Epoch 159	Loss: 0.2036	Learning Rate: 0.000100
Epoch 160	Loss: 0.2112	Learning Rate: 0.000100
Epoch 161	Loss: 0.1861	Learning Rate: 0.000100
Epoch 162	Loss: 0.2331	Learning Rate: 0.000100
Epoch 163	Loss: 0.1953	Learning Rate: 0.000100
Epoch 164	Loss: 0.2131	Learning Rate: 0.000100
Epoch 165	Loss: 0.2238	Learning Rate: 0.000100
Epoch 166	Loss: 0.2274	Learning Rate: 0.000100
Epoch 167	Loss: 0.2269	Learning Rate: 0.000100
Epoch 168	Loss: 0.2069	Learning Rate: 0.000100
Epoch 169	Loss: 0.2277	Learning Rate: 0.000100
Epoch 170	Loss: 0.2066	Learning Rate: 0.000100
Epoch 171	Loss: 0.1983	Learning Rate: 0.000100
Epoch 172	Loss: 0.1991	Learning Rate: 0.000100
Epoch 173	Loss: 0.2037	Learning Rate: 0.000100
Epoch 174	Loss: 0.2182	Learning Rate: 0.000100
Epoch 175	Loss: 0.2119	Learning Rate: 0.000100
Epoch 176	Loss: 0.2140	Learning Rate: 0.000100
Epoch 177	Loss: 0.2092	Learning Rate: 0.000100
Epoch 178	Loss: 0.2051	Learning Rate: 0.000100
Epoch 179	Loss: 0.1938	Learning Rate: 0.000100
Epoch 180	Loss: 0.2103	Learning Rate: 0.000100
Epoch 181	Loss: 0.2016	Learning Rate: 0.000100
Epoch 182	Loss: 0.2082	Learning Rate: 0.000100
Epoch 183	Loss: 0.1829	Learning Rate: 0.000100
Epoch 184	Loss: 0.2158	Learning Rate: 0.000100
Epoch 185	Loss: 0.2179	Learning Rate: 0.000100
Epoch 186	Loss: 0.1987	Learning Rate: 0.000100
Epoch 187	Loss: 0.2026	Learning Rate: 0.000100
Epoch 188	Loss: 0.1799	Learning Rate: 0.000100
Epoch 189	Loss: 0.2275	Learning Rate: 0.000100
Epoch 190	Loss: 0.2257	Learning Rate: 0.000100
Epoch 191	Loss: 0.1825	Learning Rate: 0.000100
Epoch 192	Loss: 0.1932	Learning Rate: 0.000100
Epoch 193	Loss: 0.1929	Learning Rate: 0.000100
Epoch 194	Loss: 0.2070	Learning Rate: 0.000100
Epoch 195	Loss: 0.2014	Learning Rate: 0.000100
Epoch 196	Loss: 0.1711	Learning Rate: 0.000100
Epoch 197	Loss: 0.1898	Learning Rate: 0.000100
Epoch 198	Loss: 0.2107	Learning Rate: 0.000100
Epoch 199	Loss: 0.1927	Learning Rate: 0.000100
Epoch 200	Loss: 0.2225	Learning Rate: 0.000100
Epoch 201	Loss: 0.2106	Learning Rate: 0.000010
Epoch 202	Loss: 0.2059	Learning Rate: 0.000010
Epoch 203	Loss: 0.2112	Learning Rate: 0.000010
Epoch 204	Loss: 0.2241	Learning Rate: 0.000010
Epoch 205	Loss: 0.1885	Learning Rate: 0.000010
Epoch 206	Loss: 0.1991	Learning Rate: 0.000010
Epoch 207	Loss: 0.1610	Learning Rate: 0.000010
Epoch 208	Loss: 0.1964	Learning Rate: 0.000010
Epoch 209	Loss: 0.2147	Learning Rate: 0.000010
Epoch 210	Loss: 0.1805	Learning Rate: 0.000010
Epoch 211	Loss: 0.1876	Learning Rate: 0.000010
Epoch 212	Loss: 0.1833	Learning Rate: 0.000010
Epoch 213	Loss: 0.1936	Learning Rate: 0.000010
Epoch 214	Loss: 0.1618	Learning Rate: 0.000010
Epoch 215	Loss: 0.1559	Learning Rate: 0.000010
Epoch 216	Loss: 0.2176	Learning Rate: 0.000010
Epoch 217	Loss: 0.1978	Learning Rate: 0.000010
Epoch 218	Loss: 0.1657	Learning Rate: 0.000010
Epoch 219	Loss: 0.1766	Learning Rate: 0.000010
Epoch 220	Loss: 0.2148	Learning Rate: 0.000010
Epoch 221	Loss: 0.1708	Learning Rate: 0.000010
Epoch 222	Loss: 0.2304	Learning Rate: 0.000010
Epoch 223	Loss: 0.1748	Learning Rate: 0.000010
Epoch 224	Loss: 0.1935	Learning Rate: 0.000010
Epoch 225	Loss: 0.1807	Learning Rate: 0.000010
Epoch 226	Loss: 0.1698	Learning Rate: 0.000010
Epoch 227	Loss: 0.2101	Learning Rate: 0.000010
Epoch 228	Loss: 0.2008	Learning Rate: 0.000010
Epoch 229	Loss: 0.1876	Learning Rate: 0.000010
Epoch 230	Loss: 0.1844	Learning Rate: 0.000010
Epoch 231	Loss: 0.1745	Learning Rate: 0.000010
Epoch 232	Loss: 0.2001	Learning Rate: 0.000010
Epoch 233	Loss: 0.1970	Learning Rate: 0.000010
Epoch 234	Loss: 0.1700	Learning Rate: 0.000010
Epoch 235	Loss: 0.2070	Learning Rate: 0.000010
Epoch 236	Loss: 0.1722	Learning Rate: 0.000010
Epoch 237	Loss: 0.2007	Learning Rate: 0.000010
Epoch 238	Loss: 0.1867	Learning Rate: 0.000010
Epoch 239	Loss: 0.1979	Learning Rate: 0.000010
Epoch 240	Loss: 0.2182	Learning Rate: 0.000010
Epoch 241	Loss: 0.2026	Learning Rate: 0.000010
Epoch 242	Loss: 0.1778	Learning Rate: 0.000010
Epoch 243	Loss: 0.2034	Learning Rate: 0.000010
Epoch 244	Loss: 0.1992	Learning Rate: 0.000010
Epoch 245	Loss: 0.1552	Learning Rate: 0.000010
Epoch 246	Loss: 0.2021	Learning Rate: 0.000010
Epoch 247	Loss: 0.2163	Learning Rate: 0.000010
Epoch 248	Loss: 0.1686	Learning Rate: 0.000010
Epoch 249	Loss: 0.1761	Learning Rate: 0.000010
Epoch 250	Loss: 0.2261	Learning Rate: 0.000010
Epoch 251	Loss: 0.1828	Learning Rate: 0.000010
Epoch 252	Loss: 0.1845	Learning Rate: 0.000010
Epoch 253	Loss: 0.1614	Learning Rate: 0.000010
Epoch 254	Loss: 0.2000	Learning Rate: 0.000010
Epoch 255	Loss: 0.1734	Learning Rate: 0.000010
Epoch 256	Loss: 0.1926	Learning Rate: 0.000010
Epoch 257	Loss: 0.1926	Learning Rate: 0.000010
Epoch 258	Loss: 0.1985	Learning Rate: 0.000010
Epoch 259	Loss: 0.1937	Learning Rate: 0.000010
Epoch 260	Loss: 0.1321	Learning Rate: 0.000010
Epoch 261	Loss: 0.1693	Learning Rate: 0.000010
Epoch 262	Loss: 0.2088	Learning Rate: 0.000010
Epoch 263	Loss: 0.1770	Learning Rate: 0.000010
Epoch 264	Loss: 0.1651	Learning Rate: 0.000010
Epoch 265	Loss: 0.1655	Learning Rate: 0.000010
Epoch 266	Loss: 0.1961	Learning Rate: 0.000010
Epoch 267	Loss: 0.1752	Learning Rate: 0.000010
Epoch 268	Loss: 0.2123	Learning Rate: 0.000010
Epoch 269	Loss: 0.2044	Learning Rate: 0.000010
Epoch 270	Loss: 0.2015	Learning Rate: 0.000010
Epoch 271	Loss: 0.1757	Learning Rate: 0.000010
Epoch 272	Loss: 0.1721	Learning Rate: 0.000010
Epoch 273	Loss: 0.1862	Learning Rate: 0.000010
Epoch 274	Loss: 0.1880	Learning Rate: 0.000010
Epoch 275	Loss: 0.1972	Learning Rate: 0.000010
Epoch 276	Loss: 0.1760	Learning Rate: 0.000010
Epoch 277	Loss: 0.1870	Learning Rate: 0.000010
Epoch 278	Loss: 0.1714	Learning Rate: 0.000010
Epoch 279	Loss: 0.2012	Learning Rate: 0.000010
Epoch 280	Loss: 0.1908	Learning Rate: 0.000010
Epoch 281	Loss: 0.1931	Learning Rate: 0.000010
Epoch 282	Loss: 0.1752	Learning Rate: 0.000010
Epoch 283	Loss: 0.1574	Learning Rate: 0.000010
Epoch 284	Loss: 0.2062	Learning Rate: 0.000010
Epoch 285	Loss: 0.1986	Learning Rate: 0.000010
Epoch 286	Loss: 0.2003	Learning Rate: 0.000010
Epoch 287	Loss: 0.1797	Learning Rate: 0.000010
Epoch 288	Loss: 0.1633	Learning Rate: 0.000010
Epoch 289	Loss: 0.1855	Learning Rate: 0.000010
Epoch 290	Loss: 0.1805	Learning Rate: 0.000010
Epoch 291	Loss: 0.1664	Learning Rate: 0.000010
Epoch 292	Loss: 0.2025	Learning Rate: 0.000010
Epoch 293	Loss: 0.1572	Learning Rate: 0.000010
Epoch 294	Loss: 0.1563	Learning Rate: 0.000010
Epoch 295	Loss: 0.2119	Learning Rate: 0.000010
Epoch 296	Loss: 0.1700	Learning Rate: 0.000010
Epoch 297	Loss: 0.1475	Learning Rate: 0.000010
Epoch 298	Loss: 0.2160	Learning Rate: 0.000010
Epoch 299	Loss: 0.1661	Learning Rate: 0.000010
Epoch 300	Loss: 0.1762	Learning Rate: 0.000010
Epoch 301	Loss: 0.2014	Learning Rate: 0.000001
Epoch 302	Loss: 0.1879	Learning Rate: 0.000001
Epoch 303	Loss: 0.1727	Learning Rate: 0.000001
Epoch 304	Loss: 0.1502	Learning Rate: 0.000001
Epoch 305	Loss: 0.2033	Learning Rate: 0.000001
Epoch 306	Loss: 0.1893	Learning Rate: 0.000001
Epoch 307	Loss: 0.1741	Learning Rate: 0.000001
Epoch 308	Loss: 0.1608	Learning Rate: 0.000001
Epoch 309	Loss: 0.1670	Learning Rate: 0.000001
Epoch 310	Loss: 0.2273	Learning Rate: 0.000001
Epoch 311	Loss: 0.2016	Learning Rate: 0.000001
Epoch 312	Loss: 0.2122	Learning Rate: 0.000001
Epoch 313	Loss: 0.2196	Learning Rate: 0.000001
Epoch 314	Loss: 0.1986	Learning Rate: 0.000001
Epoch 315	Loss: 0.1842	Learning Rate: 0.000001
Epoch 316	Loss: 0.2270	Learning Rate: 0.000001
Epoch 317	Loss: 0.1956	Learning Rate: 0.000001
Epoch 318	Loss: 0.1551	Learning Rate: 0.000001
Epoch 319	Loss: 0.2392	Learning Rate: 0.000001
Epoch 320	Loss: 0.1675	Learning Rate: 0.000001
Epoch 321	Loss: 0.1658	Learning Rate: 0.000001
Epoch 322	Loss: 0.1667	Learning Rate: 0.000001
Epoch 323	Loss: 0.1768	Learning Rate: 0.000001
Epoch 324	Loss: 0.1935	Learning Rate: 0.000001
Epoch 325	Loss: 0.1734	Learning Rate: 0.000001
Epoch 326	Loss: 0.1724	Learning Rate: 0.000001
Epoch 327	Loss: 0.1947	Learning Rate: 0.000001
Epoch 328	Loss: 0.1936	Learning Rate: 0.000001
Epoch 329	Loss: 0.2094	Learning Rate: 0.000001
Epoch 330	Loss: 0.1788	Learning Rate: 0.000001
Epoch 331	Loss: 0.2318	Learning Rate: 0.000001
Epoch 332	Loss: 0.2040	Learning Rate: 0.000001
Epoch 333	Loss: 0.1844	Learning Rate: 0.000001
Epoch 334	Loss: 0.1977	Learning Rate: 0.000001
Epoch 335	Loss: 0.2001	Learning Rate: 0.000001
Epoch 336	Loss: 0.2005	Learning Rate: 0.000001
Epoch 337	Loss: 0.1802	Learning Rate: 0.000001
Epoch 338	Loss: 0.2236	Learning Rate: 0.000001
Epoch 339	Loss: 0.1770	Learning Rate: 0.000001
Epoch 340	Loss: 0.1794	Learning Rate: 0.000001
Epoch 341	Loss: 0.1678	Learning Rate: 0.000001
Epoch 342	Loss: 0.1843	Learning Rate: 0.000001
Epoch 343	Loss: 0.1900	Learning Rate: 0.000001
Epoch 344	Loss: 0.1798	Learning Rate: 0.000001
Epoch 345	Loss: 0.1777	Learning Rate: 0.000001
Epoch 346	Loss: 0.1801	Learning Rate: 0.000001
Epoch 347	Loss: 0.1944	Learning Rate: 0.000001
Epoch 348	Loss: 0.1736	Learning Rate: 0.000001
Epoch 349	Loss: 0.1745	Learning Rate: 0.000001
Epoch 350	Loss: 0.1923	Learning Rate: 0.000001
Epoch 351	Loss: 0.2064	Learning Rate: 0.000001
Epoch 352	Loss: 0.1616	Learning Rate: 0.000001
Epoch 353	Loss: 0.1870	Learning Rate: 0.000001
Epoch 354	Loss: 0.1758	Learning Rate: 0.000001
Epoch 355	Loss: 0.1674	Learning Rate: 0.000001
Epoch 356	Loss: 0.1804	Learning Rate: 0.000001
Epoch 357	Loss: 0.1923	Learning Rate: 0.000001
Epoch 358	Loss: 0.1659	Learning Rate: 0.000001
Epoch 359	Loss: 0.2081	Learning Rate: 0.000001
Epoch 360	Loss: 0.1895	Learning Rate: 0.000001
Epoch 361	Loss: 0.1925	Learning Rate: 0.000001
Epoch 362	Loss: 0.1703	Learning Rate: 0.000001
Epoch 363	Loss: 0.2009	Learning Rate: 0.000001
Epoch 364	Loss: 0.2054	Learning Rate: 0.000001
Epoch 365	Loss: 0.1741	Learning Rate: 0.000001
Epoch 366	Loss: 0.1781	Learning Rate: 0.000001
Epoch 367	Loss: 0.2000	Learning Rate: 0.000001
Epoch 368	Loss: 0.1991	Learning Rate: 0.000001
Epoch 369	Loss: 0.2090	Learning Rate: 0.000001
Epoch 370	Loss: 0.1856	Learning Rate: 0.000001
Epoch 371	Loss: 0.1882	Learning Rate: 0.000001
Epoch 372	Loss: 0.1925	Learning Rate: 0.000001
Epoch 373	Loss: 0.1638	Learning Rate: 0.000001
Epoch 374	Loss: 0.1903	Learning Rate: 0.000001
Epoch 375	Loss: 0.1990	Learning Rate: 0.000001
Epoch 376	Loss: 0.2003	Learning Rate: 0.000001
Epoch 377	Loss: 0.1950	Learning Rate: 0.000001
Epoch 378	Loss: 0.1681	Learning Rate: 0.000001
Epoch 379	Loss: 0.2368	Learning Rate: 0.000001
Epoch 380	Loss: 0.2055	Learning Rate: 0.000001
Epoch 381	Loss: 0.2143	Learning Rate: 0.000001
Epoch 382	Loss: 0.1905	Learning Rate: 0.000001
Epoch 383	Loss: 0.1696	Learning Rate: 0.000001
Epoch 384	Loss: 0.1857	Learning Rate: 0.000001
Epoch 385	Loss: 0.1806	Learning Rate: 0.000001
Epoch 386	Loss: 0.1973	Learning Rate: 0.000001
Epoch 387	Loss: 0.1855	Learning Rate: 0.000001
Epoch 388	Loss: 0.1974	Learning Rate: 0.000001
Epoch 389	Loss: 0.1982	Learning Rate: 0.000001
Epoch 390	Loss: 0.1828	Learning Rate: 0.000001
Epoch 391	Loss: 0.1977	Learning Rate: 0.000001
Epoch 392	Loss: 0.1712	Learning Rate: 0.000001
Epoch 393	Loss: 0.2019	Learning Rate: 0.000001
Epoch 394	Loss: 0.1975	Learning Rate: 0.000001
Epoch 395	Loss: 0.2391	Learning Rate: 0.000001
Epoch 396	Loss: 0.1768	Learning Rate: 0.000001
Epoch 397	Loss: 0.1968	Learning Rate: 0.000001
Epoch 398	Loss: 0.1772	Learning Rate: 0.000001
Epoch 399	Loss: 0.2003	Learning Rate: 0.000001
Epoch 400	Loss: 0.1969	Learning Rate: 0.000001
