Epoch	Loss	Learning_Rate
Epoch 41	Loss: 0.7778	Learning Rate: 0.001000
Epoch 42	Loss: 0.7862	Learning Rate: 0.001000
Epoch 43	Loss: 0.8315	Learning Rate: 0.001000
Epoch 44	Loss: 0.6271	Learning Rate: 0.001000
Epoch 45	Loss: 0.6708	Learning Rate: 0.001000
Epoch 46	Loss: 0.7469	Learning Rate: 0.001000
Epoch 47	Loss: 0.6864	Learning Rate: 0.001000
Epoch 48	Loss: 0.6161	Learning Rate: 0.001000
Epoch 49	Loss: 0.6595	Learning Rate: 0.001000
Epoch 50	Loss: 0.6362	Learning Rate: 0.001000
Epoch 51	Loss: 0.6425	Learning Rate: 0.001000
Epoch 52	Loss: 0.6227	Learning Rate: 0.001000
Epoch 53	Loss: 0.6909	Learning Rate: 0.001000
Epoch 54	Loss: 0.6043	Learning Rate: 0.001000
Epoch 55	Loss: 0.6099	Learning Rate: 0.001000
Epoch 56	Loss: 0.5694	Learning Rate: 0.001000
Epoch 57	Loss: 0.5685	Learning Rate: 0.001000
Epoch 58	Loss: 0.5953	Learning Rate: 0.001000
Epoch 59	Loss: 0.5616	Learning Rate: 0.001000
Epoch 60	Loss: 0.6473	Learning Rate: 0.001000
Epoch 61	Loss: 0.6755	Learning Rate: 0.001000
Epoch 62	Loss: 0.5224	Learning Rate: 0.001000
Epoch 63	Loss: 0.5018	Learning Rate: 0.001000
Epoch 64	Loss: 0.4647	Learning Rate: 0.001000
Epoch 65	Loss: 0.5124	Learning Rate: 0.001000
Epoch 66	Loss: 0.4939	Learning Rate: 0.001000
Epoch 67	Loss: 0.5895	Learning Rate: 0.001000
Epoch 68	Loss: 0.5351	Learning Rate: 0.001000
Epoch 69	Loss: 0.5693	Learning Rate: 0.001000
Epoch 70	Loss: 0.5320	Learning Rate: 0.001000
Epoch 71	Loss: 0.4930	Learning Rate: 0.001000
Epoch 72	Loss: 0.5046	Learning Rate: 0.001000
Epoch 73	Loss: 0.5484	Learning Rate: 0.001000
Epoch 74	Loss: 0.4645	Learning Rate: 0.001000
Epoch 75	Loss: 0.4788	Learning Rate: 0.001000
Epoch 76	Loss: 0.4821	Learning Rate: 0.001000
Epoch 77	Loss: 0.4352	Learning Rate: 0.001000
Epoch 78	Loss: 0.4827	Learning Rate: 0.001000
Epoch 79	Loss: 0.4367	Learning Rate: 0.001000
Epoch 80	Loss: 0.4320	Learning Rate: 0.001000
Epoch 81	Loss: 0.4511	Learning Rate: 0.001000
Epoch 82	Loss: 0.4213	Learning Rate: 0.001000
Epoch 83	Loss: 0.4341	Learning Rate: 0.001000
Epoch 84	Loss: 0.3625	Learning Rate: 0.001000
Epoch 85	Loss: 0.4459	Learning Rate: 0.001000
Epoch 86	Loss: 0.3933	Learning Rate: 0.001000
Epoch 87	Loss: 0.4084	Learning Rate: 0.001000
Epoch 88	Loss: 0.4000	Learning Rate: 0.001000
Epoch 89	Loss: 0.3884	Learning Rate: 0.001000
Epoch 90	Loss: 0.4194	Learning Rate: 0.001000
Epoch 91	Loss: 0.3967	Learning Rate: 0.001000
Epoch 92	Loss: 0.4286	Learning Rate: 0.001000
Epoch 93	Loss: 0.3714	Learning Rate: 0.001000
Epoch 94	Loss: 0.3889	Learning Rate: 0.001000
Epoch 95	Loss: 0.3752	Learning Rate: 0.001000
Epoch 96	Loss: 0.3533	Learning Rate: 0.001000
Epoch 97	Loss: 0.4126	Learning Rate: 0.001000
Epoch 98	Loss: 0.3618	Learning Rate: 0.001000
Epoch 99	Loss: 0.3923	Learning Rate: 0.001000
Epoch 100	Loss: 0.3724	Learning Rate: 0.001000
Epoch 101	Loss: 0.3530	Learning Rate: 0.000100
Epoch 102	Loss: 0.3049	Learning Rate: 0.000100
Epoch 103	Loss: 0.2825	Learning Rate: 0.000100
Epoch 104	Loss: 0.3094	Learning Rate: 0.000100
Epoch 105	Loss: 0.2703	Learning Rate: 0.000100
Epoch 106	Loss: 0.2984	Learning Rate: 0.000100
Epoch 107	Loss: 0.2641	Learning Rate: 0.000100
Epoch 108	Loss: 0.2606	Learning Rate: 0.000100
Epoch 109	Loss: 0.2824	Learning Rate: 0.000100
Epoch 110	Loss: 0.2628	Learning Rate: 0.000100
Epoch 111	Loss: 0.2940	Learning Rate: 0.000100
Epoch 112	Loss: 0.2666	Learning Rate: 0.000100
Epoch 113	Loss: 0.2913	Learning Rate: 0.000100
Epoch 114	Loss: 0.2834	Learning Rate: 0.000100
Epoch 115	Loss: 0.2312	Learning Rate: 0.000100
Epoch 116	Loss: 0.2863	Learning Rate: 0.000100
Epoch 117	Loss: 0.2432	Learning Rate: 0.000100
Epoch 118	Loss: 0.2700	Learning Rate: 0.000100
Epoch 119	Loss: 0.3031	Learning Rate: 0.000100
Epoch 120	Loss: 0.2756	Learning Rate: 0.000100
Epoch 121	Loss: 0.2687	Learning Rate: 0.000100
Epoch 122	Loss: 0.2467	Learning Rate: 0.000100
Epoch 123	Loss: 0.2900	Learning Rate: 0.000100
Epoch 124	Loss: 0.2162	Learning Rate: 0.000100
Epoch 125	Loss: 0.2552	Learning Rate: 0.000100
Epoch 126	Loss: 0.2682	Learning Rate: 0.000100
Epoch 127	Loss: 0.2708	Learning Rate: 0.000100
Epoch 128	Loss: 0.2779	Learning Rate: 0.000100
Epoch 129	Loss: 0.2131	Learning Rate: 0.000100
Epoch 130	Loss: 0.2345	Learning Rate: 0.000100
Epoch 131	Loss: 0.2532	Learning Rate: 0.000100
Epoch 132	Loss: 0.2433	Learning Rate: 0.000100
Epoch 133	Loss: 0.2649	Learning Rate: 0.000100
Epoch 134	Loss: 0.2532	Learning Rate: 0.000100
Epoch 135	Loss: 0.2572	Learning Rate: 0.000100
Epoch 136	Loss: 0.2219	Learning Rate: 0.000100
Epoch 137	Loss: 0.2465	Learning Rate: 0.000100
Epoch 138	Loss: 0.2454	Learning Rate: 0.000100
Epoch 139	Loss: 0.2599	Learning Rate: 0.000100
Epoch 140	Loss: 0.2477	Learning Rate: 0.000100
Epoch 141	Loss: 0.1984	Learning Rate: 0.000100
Epoch 142	Loss: 0.2740	Learning Rate: 0.000100
Epoch 143	Loss: 0.2547	Learning Rate: 0.000100
Epoch 144	Loss: 0.2512	Learning Rate: 0.000100
Epoch 145	Loss: 0.2891	Learning Rate: 0.000100
Epoch 146	Loss: 0.2415	Learning Rate: 0.000100
Epoch 147	Loss: 0.2302	Learning Rate: 0.000100
Epoch 148	Loss: 0.2635	Learning Rate: 0.000100
Epoch 149	Loss: 0.2553	Learning Rate: 0.000100
Epoch 150	Loss: 0.2375	Learning Rate: 0.000100
Epoch 151	Loss: 0.2354	Learning Rate: 0.000100
Epoch 152	Loss: 0.2652	Learning Rate: 0.000100
Epoch 153	Loss: 0.2554	Learning Rate: 0.000100
Epoch 154	Loss: 0.2086	Learning Rate: 0.000100
Epoch 155	Loss: 0.2198	Learning Rate: 0.000100
Epoch 156	Loss: 0.2375	Learning Rate: 0.000100
Epoch 157	Loss: 0.2339	Learning Rate: 0.000100
Epoch 158	Loss: 0.2790	Learning Rate: 0.000100
Epoch 159	Loss: 0.2535	Learning Rate: 0.000100
Epoch 160	Loss: 0.2538	Learning Rate: 0.000100
Epoch 161	Loss: 0.2201	Learning Rate: 0.000100
Epoch 162	Loss: 0.2228	Learning Rate: 0.000100
Epoch 163	Loss: 0.2173	Learning Rate: 0.000100
Epoch 164	Loss: 0.2143	Learning Rate: 0.000100
Epoch 165	Loss: 0.2258	Learning Rate: 0.000100
Epoch 166	Loss: 0.2497	Learning Rate: 0.000100
Epoch 167	Loss: 0.2093	Learning Rate: 0.000100
Epoch 168	Loss: 0.2297	Learning Rate: 0.000100
Epoch 169	Loss: 0.2389	Learning Rate: 0.000100
Epoch 170	Loss: 0.2150	Learning Rate: 0.000100
Epoch 171	Loss: 0.2553	Learning Rate: 0.000100
Epoch 172	Loss: 0.2321	Learning Rate: 0.000100
Epoch 173	Loss: 0.2480	Learning Rate: 0.000100
Epoch 174	Loss: 0.2630	Learning Rate: 0.000100
Epoch 175	Loss: 0.2176	Learning Rate: 0.000100
Epoch 176	Loss: 0.2436	Learning Rate: 0.000100
Epoch 177	Loss: 0.2739	Learning Rate: 0.000100
Epoch 178	Loss: 0.2590	Learning Rate: 0.000100
Epoch 179	Loss: 0.2471	Learning Rate: 0.000100
Epoch 180	Loss: 0.2040	Learning Rate: 0.000100
Epoch 181	Loss: 0.2389	Learning Rate: 0.000100
Epoch 182	Loss: 0.2163	Learning Rate: 0.000100
Epoch 183	Loss: 0.2220	Learning Rate: 0.000100
Epoch 184	Loss: 0.2180	Learning Rate: 0.000100
Epoch 185	Loss: 0.2277	Learning Rate: 0.000100
Epoch 186	Loss: 0.2453	Learning Rate: 0.000100
Epoch 187	Loss: 0.2283	Learning Rate: 0.000100
Epoch 188	Loss: 0.2085	Learning Rate: 0.000100
Epoch 189	Loss: 0.2214	Learning Rate: 0.000100
Epoch 190	Loss: 0.2096	Learning Rate: 0.000100
Epoch 191	Loss: 0.2323	Learning Rate: 0.000100
Epoch 192	Loss: 0.2115	Learning Rate: 0.000100
Epoch 193	Loss: 0.1849	Learning Rate: 0.000100
Epoch 194	Loss: 0.2062	Learning Rate: 0.000100
Epoch 195	Loss: 0.2207	Learning Rate: 0.000100
Epoch 196	Loss: 0.2087	Learning Rate: 0.000100
Epoch 197	Loss: 0.2243	Learning Rate: 0.000100
Epoch 198	Loss: 0.2485	Learning Rate: 0.000100
Epoch 199	Loss: 0.2348	Learning Rate: 0.000100
Epoch 200	Loss: 0.2120	Learning Rate: 0.000100
Epoch 201	Loss: 0.2308	Learning Rate: 0.000010
Epoch 202	Loss: 0.2181	Learning Rate: 0.000010
Epoch 203	Loss: 0.2183	Learning Rate: 0.000010
Epoch 204	Loss: 0.1973	Learning Rate: 0.000010
Epoch 205	Loss: 0.2366	Learning Rate: 0.000010
Epoch 206	Loss: 0.1923	Learning Rate: 0.000010
Epoch 207	Loss: 0.2159	Learning Rate: 0.000010
Epoch 208	Loss: 0.2360	Learning Rate: 0.000010
Epoch 209	Loss: 0.2332	Learning Rate: 0.000010
Epoch 210	Loss: 0.1867	Learning Rate: 0.000010
Epoch 211	Loss: 0.2309	Learning Rate: 0.000010
Epoch 212	Loss: 0.2472	Learning Rate: 0.000010
Epoch 213	Loss: 0.2451	Learning Rate: 0.000010
Epoch 214	Loss: 0.2237	Learning Rate: 0.000010
Epoch 215	Loss: 0.1876	Learning Rate: 0.000010
Epoch 216	Loss: 0.2302	Learning Rate: 0.000010
Epoch 217	Loss: 0.2124	Learning Rate: 0.000010
Epoch 218	Loss: 0.2237	Learning Rate: 0.000010
Epoch 219	Loss: 0.2495	Learning Rate: 0.000010
Epoch 220	Loss: 0.2278	Learning Rate: 0.000010
Epoch 221	Loss: 0.2188	Learning Rate: 0.000010
Epoch 222	Loss: 0.2113	Learning Rate: 0.000010
Epoch 223	Loss: 0.2367	Learning Rate: 0.000010
Epoch 224	Loss: 0.2376	Learning Rate: 0.000010
Epoch 225	Loss: 0.2284	Learning Rate: 0.000010
Epoch 226	Loss: 0.2419	Learning Rate: 0.000010
Epoch 227	Loss: 0.1953	Learning Rate: 0.000010
Epoch 228	Loss: 0.2209	Learning Rate: 0.000010
Epoch 229	Loss: 0.2163	Learning Rate: 0.000010
Epoch 230	Loss: 0.2178	Learning Rate: 0.000010
Epoch 231	Loss: 0.2167	Learning Rate: 0.000010
Epoch 232	Loss: 0.2057	Learning Rate: 0.000010
Epoch 233	Loss: 0.2044	Learning Rate: 0.000010
Epoch 234	Loss: 0.2248	Learning Rate: 0.000010
Epoch 235	Loss: 0.1931	Learning Rate: 0.000010
Epoch 236	Loss: 0.2260	Learning Rate: 0.000010
Epoch 237	Loss: 0.2132	Learning Rate: 0.000010
Epoch 238	Loss: 0.1838	Learning Rate: 0.000010
Epoch 239	Loss: 0.1975	Learning Rate: 0.000010
Epoch 240	Loss: 0.2432	Learning Rate: 0.000010
Epoch 241	Loss: 0.2430	Learning Rate: 0.000010
Epoch 242	Loss: 0.2456	Learning Rate: 0.000010
Epoch 243	Loss: 0.2259	Learning Rate: 0.000010
Epoch 244	Loss: 0.2143	Learning Rate: 0.000010
Epoch 245	Loss: 0.2270	Learning Rate: 0.000010
Epoch 246	Loss: 0.1947	Learning Rate: 0.000010
Epoch 247	Loss: 0.2319	Learning Rate: 0.000010
Epoch 248	Loss: 0.1988	Learning Rate: 0.000010
Epoch 249	Loss: 0.2106	Learning Rate: 0.000010
Epoch 250	Loss: 0.2227	Learning Rate: 0.000010
Epoch 251	Loss: 0.2053	Learning Rate: 0.000010
Epoch 252	Loss: 0.2371	Learning Rate: 0.000010
Epoch 253	Loss: 0.2020	Learning Rate: 0.000010
Epoch 254	Loss: 0.1823	Learning Rate: 0.000010
Epoch 255	Loss: 0.2227	Learning Rate: 0.000010
Epoch 256	Loss: 0.2093	Learning Rate: 0.000010
Epoch 257	Loss: 0.2313	Learning Rate: 0.000010
Epoch 258	Loss: 0.2473	Learning Rate: 0.000010
Epoch 259	Loss: 0.2446	Learning Rate: 0.000010
Epoch 260	Loss: 0.1825	Learning Rate: 0.000010
Epoch 261	Loss: 0.2091	Learning Rate: 0.000010
Epoch 262	Loss: 0.2162	Learning Rate: 0.000010
Epoch 263	Loss: 0.2076	Learning Rate: 0.000010
Epoch 264	Loss: 0.2144	Learning Rate: 0.000010
Epoch 265	Loss: 0.2050	Learning Rate: 0.000010
Epoch 266	Loss: 0.2421	Learning Rate: 0.000010
Epoch 267	Loss: 0.2103	Learning Rate: 0.000010
Epoch 268	Loss: 0.2291	Learning Rate: 0.000010
Epoch 269	Loss: 0.2319	Learning Rate: 0.000010
Epoch 270	Loss: 0.2114	Learning Rate: 0.000010
Epoch 271	Loss: 0.2444	Learning Rate: 0.000010
Epoch 272	Loss: 0.2010	Learning Rate: 0.000010
Epoch 273	Loss: 0.2606	Learning Rate: 0.000010
Epoch 274	Loss: 0.2183	Learning Rate: 0.000010
Epoch 275	Loss: 0.2189	Learning Rate: 0.000010
Epoch 276	Loss: 0.2138	Learning Rate: 0.000010
Epoch 277	Loss: 0.2213	Learning Rate: 0.000010
Epoch 278	Loss: 0.2348	Learning Rate: 0.000010
Epoch 279	Loss: 0.2264	Learning Rate: 0.000010
Epoch 280	Loss: 0.2503	Learning Rate: 0.000010
Epoch 281	Loss: 0.2224	Learning Rate: 0.000010
Epoch 282	Loss: 0.2017	Learning Rate: 0.000010
Epoch 283	Loss: 0.2288	Learning Rate: 0.000010
Epoch 284	Loss: 0.2732	Learning Rate: 0.000010
Epoch 285	Loss: 0.2229	Learning Rate: 0.000010
Epoch 286	Loss: 0.2074	Learning Rate: 0.000010
Epoch 287	Loss: 0.1828	Learning Rate: 0.000010
Epoch 288	Loss: 0.2254	Learning Rate: 0.000010
Epoch 289	Loss: 0.2003	Learning Rate: 0.000010
Epoch 290	Loss: 0.2505	Learning Rate: 0.000010
Epoch 291	Loss: 0.2114	Learning Rate: 0.000010
Epoch 292	Loss: 0.2427	Learning Rate: 0.000010
Epoch 293	Loss: 0.2665	Learning Rate: 0.000010
Epoch 294	Loss: 0.2423	Learning Rate: 0.000010
Epoch 295	Loss: 0.2215	Learning Rate: 0.000010
Epoch 296	Loss: 0.2046	Learning Rate: 0.000010
Epoch 297	Loss: 0.2616	Learning Rate: 0.000010
Epoch 298	Loss: 0.2045	Learning Rate: 0.000010
Epoch 299	Loss: 0.1951	Learning Rate: 0.000010
Epoch 300	Loss: 0.2493	Learning Rate: 0.000010
Epoch 301	Loss: 0.2323	Learning Rate: 0.000001
Epoch 302	Loss: 0.2214	Learning Rate: 0.000001
Epoch 303	Loss: 0.2153	Learning Rate: 0.000001
Epoch 304	Loss: 0.2183	Learning Rate: 0.000001
Epoch 305	Loss: 0.1685	Learning Rate: 0.000001
Epoch 306	Loss: 0.1665	Learning Rate: 0.000001
Epoch 307	Loss: 0.1902	Learning Rate: 0.000001
Epoch 308	Loss: 0.2091	Learning Rate: 0.000001
Epoch 309	Loss: 0.1868	Learning Rate: 0.000001
Epoch 310	Loss: 0.2501	Learning Rate: 0.000001
Epoch 311	Loss: 0.2365	Learning Rate: 0.000001
Epoch 312	Loss: 0.2549	Learning Rate: 0.000001
Epoch 313	Loss: 0.2160	Learning Rate: 0.000001
Epoch 314	Loss: 0.2529	Learning Rate: 0.000001
Epoch 315	Loss: 0.2163	Learning Rate: 0.000001
Epoch 316	Loss: 0.1942	Learning Rate: 0.000001
Epoch 317	Loss: 0.1919	Learning Rate: 0.000001
Epoch 318	Loss: 0.1850	Learning Rate: 0.000001
Epoch 319	Loss: 0.2143	Learning Rate: 0.000001
Epoch 320	Loss: 0.2353	Learning Rate: 0.000001
Epoch 321	Loss: 0.2060	Learning Rate: 0.000001
Epoch 322	Loss: 0.2718	Learning Rate: 0.000001
Epoch 323	Loss: 0.2051	Learning Rate: 0.000001
Epoch 324	Loss: 0.2189	Learning Rate: 0.000001
Epoch 325	Loss: 0.2189	Learning Rate: 0.000001
Epoch 326	Loss: 0.2026	Learning Rate: 0.000001
Epoch 327	Loss: 0.2088	Learning Rate: 0.000001
Epoch 328	Loss: 0.2297	Learning Rate: 0.000001
Epoch 329	Loss: 0.1769	Learning Rate: 0.000001
Epoch 330	Loss: 0.2252	Learning Rate: 0.000001
Epoch 331	Loss: 0.2192	Learning Rate: 0.000001
Epoch 332	Loss: 0.2097	Learning Rate: 0.000001
Epoch 333	Loss: 0.2032	Learning Rate: 0.000001
Epoch 334	Loss: 0.2430	Learning Rate: 0.000001
Epoch 335	Loss: 0.1951	Learning Rate: 0.000001
Epoch 336	Loss: 0.2401	Learning Rate: 0.000001
Epoch 337	Loss: 0.1963	Learning Rate: 0.000001
Epoch 338	Loss: 0.2166	Learning Rate: 0.000001
Epoch 339	Loss: 0.1936	Learning Rate: 0.000001
Epoch 340	Loss: 0.1776	Learning Rate: 0.000001
Epoch 341	Loss: 0.2501	Learning Rate: 0.000001
Epoch 342	Loss: 0.1921	Learning Rate: 0.000001
Epoch 343	Loss: 0.1865	Learning Rate: 0.000001
Epoch 344	Loss: 0.1749	Learning Rate: 0.000001
Epoch 345	Loss: 0.2029	Learning Rate: 0.000001
Epoch 346	Loss: 0.2309	Learning Rate: 0.000001
Epoch 347	Loss: 0.2279	Learning Rate: 0.000001
Epoch 348	Loss: 0.2052	Learning Rate: 0.000001
Epoch 349	Loss: 0.2101	Learning Rate: 0.000001
Epoch 350	Loss: 0.2075	Learning Rate: 0.000001
Epoch 351	Loss: 0.2674	Learning Rate: 0.000001
Epoch 352	Loss: 0.2104	Learning Rate: 0.000001
Epoch 353	Loss: 0.1771	Learning Rate: 0.000001
Epoch 354	Loss: 0.2294	Learning Rate: 0.000001
Epoch 355	Loss: 0.2387	Learning Rate: 0.000001
Epoch 356	Loss: 0.2002	Learning Rate: 0.000001
Epoch 357	Loss: 0.2201	Learning Rate: 0.000001
Epoch 358	Loss: 0.2088	Learning Rate: 0.000001
Epoch 359	Loss: 0.2206	Learning Rate: 0.000001
Epoch 360	Loss: 0.2291	Learning Rate: 0.000001
Epoch 361	Loss: 0.2214	Learning Rate: 0.000001
Epoch 362	Loss: 0.2433	Learning Rate: 0.000001
Epoch 363	Loss: 0.2146	Learning Rate: 0.000001
Epoch 364	Loss: 0.1828	Learning Rate: 0.000001
Epoch 365	Loss: 0.1945	Learning Rate: 0.000001
Epoch 366	Loss: 0.1804	Learning Rate: 0.000001
Epoch 367	Loss: 0.2244	Learning Rate: 0.000001
Epoch 368	Loss: 0.2075	Learning Rate: 0.000001
Epoch 369	Loss: 0.2068	Learning Rate: 0.000001
Epoch 370	Loss: 0.2254	Learning Rate: 0.000001
Epoch 371	Loss: 0.2291	Learning Rate: 0.000001
Epoch 372	Loss: 0.2158	Learning Rate: 0.000001
Epoch 373	Loss: 0.2407	Learning Rate: 0.000001
Epoch 374	Loss: 0.1973	Learning Rate: 0.000001
Epoch 375	Loss: 0.2147	Learning Rate: 0.000001
Epoch 376	Loss: 0.1956	Learning Rate: 0.000001
Epoch 377	Loss: 0.2259	Learning Rate: 0.000001
Epoch 378	Loss: 0.2190	Learning Rate: 0.000001
Epoch 379	Loss: 0.2245	Learning Rate: 0.000001
Epoch 380	Loss: 0.2011	Learning Rate: 0.000001
Epoch 381	Loss: 0.2318	Learning Rate: 0.000001
Epoch 382	Loss: 0.2248	Learning Rate: 0.000001
Epoch 383	Loss: 0.1970	Learning Rate: 0.000001
Epoch 384	Loss: 0.2185	Learning Rate: 0.000001
Epoch 385	Loss: 0.1895	Learning Rate: 0.000001
Epoch 386	Loss: 0.1981	Learning Rate: 0.000001
Epoch 387	Loss: 0.2018	Learning Rate: 0.000001
Epoch 388	Loss: 0.1930	Learning Rate: 0.000001
Epoch 389	Loss: 0.2166	Learning Rate: 0.000001
Epoch 390	Loss: 0.2049	Learning Rate: 0.000001
Epoch 391	Loss: 0.2155	Learning Rate: 0.000001
Epoch 392	Loss: 0.2208	Learning Rate: 0.000001
Epoch 393	Loss: 0.1841	Learning Rate: 0.000001
Epoch 394	Loss: 0.2300	Learning Rate: 0.000001
Epoch 395	Loss: 0.2102	Learning Rate: 0.000001
Epoch 396	Loss: 0.2454	Learning Rate: 0.000001
Epoch 397	Loss: 0.2150	Learning Rate: 0.000001
Epoch 398	Loss: 0.2231	Learning Rate: 0.000001
Epoch 399	Loss: 0.1959	Learning Rate: 0.000001
Epoch 400	Loss: 0.2351	Learning Rate: 0.000001
